listing_id,distance_to_closest_station
397490,1.9577266766229646 km
697901,1.901446526879387 km
732051,0.9771979653557551 km
877519,0.6961166026067741 km
923966,0.5438067112799018 km
986178,0.6506060979718524 km
953327,0.4552611255769127 km
202178,0.4929715955561046 km
944569,1.2945085844801834 km
103665,0.969396354856356 km
407175,0.579376786957462 km
152543,0.6587041588704169 km
489952,1.489937999228665 km
477012,0.6597175076008496 km
312561,0.3991644733567766 km
607386,1.1083626666368995 km
703363,0.5568877528323024 km
557273,0.6569235719289843 km
896205,1.4482654220574638 km
839104,1.0994150599177748 km
629048,1.3421317139270292 km
909110,1.3308790671827615 km
188873,1.9577266766229646 km
182193,0.5494912439019187 km
557996,0.7597008366027064 km
628611,0.11761898104189976 km
364617,0.5090760366235524 km
979191,0.5424925069557541 km
484215,0.7238853301692189 km
821739,0.14006135628986122 km
123601,0.22928025501596033 km
589908,0.8585671523778438 km
790578,0.8153981376910714 km
990989,1.2780516573121228 km
719207,0.5066219800421733 km
940781,0.5424591478095823 km
938843,0.370021699633321 km
935066,2.0536231920490144 km
218278,0.44263121763298907 km
129718,0.579072004530595 km
671765,0.7294629908316825 km
375676,0.5118725057822361 km
135955,0.8331307132151159 km
222361,0.24874245880687038 km
357869,1.3832260686313276 km
713277,0.7597008366027064 km
644019,0.10699496900782718 km
735019,1.0101639272011493 km
524387,0.5038926041066122 km
422414,0.4720270662893193 km
149118,0.6569235719289843 km
403195,0.40060816971559593 km
472916,1.4482654220574638 km
165741,0.14006135628986122 km
989912,0.9492700656239291 km
345915,2370.557627125421 km
500819,0.11730057582915254 km
874190,0.7238853301692189 km
981467,1.2945085844801834 km
207321,0.5102028227354393 km
234540,0.11822438391272158 km
714061,0.7238853301692189 km
565173,0.6428828582589318 km
402796,0.6731997980033197 km
456480,1.9094571189409677 km
413005,0.3109708694451854 km
340336,0.7033301508281861 km
556987,0.806690447850793 km
355611,0.7238853301692189 km
408681,0.3236008293043683 km
185862,0.46209388161135534 km
734746,0.2820769734757669 km
952656,0.40060816971559593 km
709120,3.521532142182156 km
386243,0.27950078133522177 km
399152,1.2945085844801834 km
234109,0.6792257626052771 km
673078,0.370021699633321 km
106361,0.7970971858857254 km
424052,0.11903930642246727 km
926598,1.2842887906241787 km
207954,0.38113120937341605 km
574327,2.856093159102872 km
584394,0.2878281727897157 km
398055,0.23710801913138127 km
132961,0.9354159473160131 km
122723,0.20335575472671058 km
857622,0.5539909489283114 km
308768,0.46209388161135534 km
290077,0.11903930642246727 km
255084,0.21723760001590306 km
916875,0.8268954246882283 km
287109,0.4026109284171924 km
964762,0.4304813207840131 km
357993,1.2780516573121228 km
683565,0.6340545463577839 km
822056,0.41742969889620063 km
960624,0.17109967099028373 km
502691,0.5267909230334787 km
988039,0.27950078133522177 km
753817,0.07049262493518438 km
126957,0.5496695126755143 km
673947,0.21628050881533617 km
935986,2.3540599552733257 km
598204,0.41573757192642546 km
225237,0.6989562041454213 km
480501,1.0211560822318746 km
335495,0.7925974713284755 km
779019,2.009590701676988 km
484168,0.40136902188409435 km
366543,1.9663107616598048 km
810930,0.6303886638732095 km
439741,0.7422298115143062 km
103997,0.6340545463577839 km
143040,0.2365236883230208 km
291581,0.6656829593938306 km
620277,0.5948332910253802 km
982709,0.5228731918829843 km
303124,1.0211560822318746 km
718303,0.2608226439139703 km
299664,1.3612754611200266 km
491882,0.6336978665020501 km
620184,0.11730057582915254 km
453511,0.4337806489420962 km
184615,0.19243926648642198 km
666355,1.0101639272011493 km
986472,0.2689936326408502 km
632198,0.6569235719289843 km
523063,1.229099775626521 km
726167,0.3991644733567766 km
396837,0.9354159473160131 km
245965,0.7685502957612074 km
841694,0.13895388054708685 km
664291,1.004334362688301 km
414382,0.4916153345643586 km
680265,1.8318255986521625 km
257450,0.6586482679035885 km
788312,0.8093729173108425 km
659298,1.253713752970859 km
448706,0.6410325093722199 km
397750,0.374232659112074 km
450602,0.6354406983313287 km
161535,0.2880482164075845 km
133669,0.969396354856356 km
331450,0.3548022182799783 km
143137,0.3418781670650642 km
559017,0.9299542411217574 km
192448,0.2616725943696553 km
630175,0.3356192680095892 km
350200,0.15182281251994956 km
229701,0.8585671523778438 km
135011,0.8548832105773491 km
314059,0.48122402014340254 km
883948,1.7089030743888016 km
366561,0.4445777407899646 km
935556,0.4421627061799583 km
317533,0.11903930642246727 km
243185,0.9006417652799763 km
747989,0.3073636838299941 km
212169,2.286669503467111 km
670836,0.0970190288930076 km
115036,0.7626770001648064 km
728775,1.2134900708629086 km
820095,1.106343113189005 km
438711,1.4918413508200052 km
466181,0.7294629908316825 km
213501,0.8649366619054341 km
201800,0.4014746992432419 km
826426,0.7597008366027064 km
984547,0.5524800539172382 km
903123,0.42213069189861074 km
919926,1.1650150726114668 km
190974,0.6140472017670563 km
330089,0.6539891795962918 km
944716,0.7263574533891516 km
744071,0.9354159473160131 km
685393,0.4916153345643586 km
761511,0.5162617366717286 km
951136,0.5228731918829843 km
410530,0.29160247650059123 km
693235,0.3991644733567766 km
835258,0.7980282305237116 km
435580,0.9771979653557551 km
964412,0.27950078133522177 km
612472,0.7422298115143062 km
952896,0.2616725943696553 km
286829,2.0536231920490144 km
427375,0.35184018274961654 km
650328,1.0597650553002365 km
295292,0.928611092643867 km
130307,1.0446369648364418 km
701504,2.7693373069343403 km
464002,1.004334362688301 km
848940,0.2616725943696553 km
364989,0.6226968829599656 km
449144,0.7071314441119797 km
438987,0.23215820824465525 km
919883,0.7759661496741945 km
424962,0.48122402014340254 km
973891,1.0606611077361814 km
152980,0.565811186652141 km
150286,0.9247396475346243 km
627107,0.5649044303961347 km
408144,1.1950053844747022 km
757928,0.1500074147987568 km
409338,0.685243451104184 km
618990,0.9040641497394813 km
315328,1.239591341397827 km
936723,0.8546938614937661 km
644140,0.3871195732906451 km
109401,0.3276554225883667 km
474164,0.3073636838299941 km
577677,0.3073636838299941 km
827504,0.6136113850158564 km
512684,1.7380604759295024 km
265424,1.0211560822318746 km
700981,0.2820769734757669 km
464088,0.5939479261662647 km
534262,0.3967580720726272 km
579159,0.4910879548443457 km
584363,0.32071447004720255 km
544876,2370.557627125421 km
937325,0.8105685640999296 km
524110,0.964052185421829 km
956642,0.7263847763063871 km
697500,1.3152564309450319 km
437162,0.6889269018119765 km
880720,0.41366628079206424 km
859632,0.898359108982513 km
431790,1.458934148964388 km
110340,0.2633491019814207 km
850605,0.3085301794124764 km
317909,0.6857652574209343 km
530661,0.46209388161135534 km
555342,0.9744234127229484 km
203511,0.5398118859053944 km
378721,0.6506060979718524 km
440565,0.6009290484022987 km
556473,0.5173853920484277 km
862195,0.42213069189861074 km
815015,1.2945085844801834 km
328748,0.8105685640999296 km
489965,0.6506060979718524 km
816025,0.5348865450554767 km
783860,0.6587041588704169 km
838237,0.7760048662943548 km
458656,0.3548022182799783 km
354676,1.1842632334106256 km
770990,0.793640843026821 km
722602,0.446850403316509 km
853596,0.5253025170698644 km
543249,0.18649524454485342 km
126393,0.27950078133522177 km
698785,0.5067108681446477 km
843024,2.856093159102872 km
186102,1.3304479014905077 km
620426,0.46209388161135534 km
638206,1.3005477352431747 km
700002,1.230293662008999 km
849707,0.7925974713284755 km
554677,1.3304479014905077 km
764594,1.489937999228665 km
486026,0.6989562041454213 km
215184,0.2616725943696553 km
206353,0.5253025170698644 km
178566,0.6569235719289843 km
874700,0.13895388054708685 km
456217,0.7238853301692189 km
258654,0.49424362168868985 km
376480,0.6506060979718524 km
342399,1.895742937997289 km
446245,0.29160247650059123 km
627308,1.4050229660536313 km
821389,0.607386790417555 km
112299,0.4467808234585281 km
934544,0.7003095595384807 km
785529,0.3073636838299941 km
427289,0.4734583676316514 km
794229,1.7478572199421982 km
208865,1.205294714177106 km
816912,0.7951412148550352 km
190532,0.4182196324806153 km
293518,0.27950078133522177 km
366893,0.11761898104189976 km
365756,0.6401227638921163 km
176465,0.6930737619497455 km
164894,0.2616725943696553 km
909134,0.370021699633321 km
785736,0.3073636838299941 km
511887,1.0980808540674054 km
917544,0.853264712924623 km
409064,0.9891897862609522 km
502196,0.40157611754775385 km
852363,1.0018668800669053 km
429714,0.572706221283783 km
309042,0.964052185421829 km
363821,0.9771979653557551 km
138815,0.9354159473160131 km
261651,1.1364011501311955 km
394756,0.9328854204975165 km
259351,0.41176620824525373 km
576256,0.4477964080926957 km
403180,2.0536231920490144 km
586987,1.2945085844801834 km
418481,2370.557627125421 km
289819,0.9354159473160131 km
415062,0.6027909339891555 km
432377,0.7238853301692189 km
161415,0.7422298115143062 km
309544,0.6324231391206265 km
580169,0.7318107111886011 km
202915,0.6569235719289843 km
516960,0.6587041588704169 km
269118,0.8015028262404464 km
367631,0.32415130819871585 km
611656,1.38432629172597 km
943147,0.9426651677123321 km
308627,0.6976735004440894 km
377664,0.34295394136368335 km
884037,0.5098995110664537 km
971584,0.5254009219705438 km
267574,1.489937999228665 km
650527,0.568535283837826 km
769344,1.253713752970859 km
919102,0.7294629908316825 km
318579,0.9256758828136158 km
467198,0.6989562041454213 km
722682,0.8854853017342948 km
358051,0.3548022182799783 km
373705,0.4654475049262089 km
639716,1.0412352804522134 km
212997,1.2945085844801834 km
991550,0.17109967099028373 km
672529,1.3304479014905077 km
584591,1.253713752970859 km
186801,0.4552585633551962 km
126422,0.131100700147655 km
748611,0.550093130124764 km
232870,1.1458378840601415 km
435249,0.7539890994130893 km
544061,0.937355537725609 km
988327,1.2481379167309066 km
408617,0.969396354856356 km
610106,0.7294629908316825 km
103339,0.9475295636728679 km
789268,0.9771979653557551 km
232684,0.6497181142665818 km
877699,0.9111336477540974 km
241112,0.5151356214644354 km
484317,0.8373432089917495 km
954906,0.2878281727897157 km
315164,0.5429493450799642 km
963800,0.29160247650059123 km
391266,0.3822970057770993 km
133286,0.9867825574554157 km
722987,0.5162617366717286 km
613033,0.3729606358815017 km
718873,0.33179708247386736 km
731209,0.6506060979718524 km
731990,0.8238430069812888 km
934125,0.5494912439019187 km
983775,0.23247094692621684 km
775101,2370.557627125421 km
713848,0.6569235719289843 km
941248,0.579072004530595 km
571358,1.0012642897718351 km
502598,0.4551545418601494 km
969942,0.5750968282347866 km
871454,1.9071187331815465 km
230797,0.370021699633321 km
339167,2370.557627125421 km
408152,0.44565940977326024 km
552608,0.568792706074641 km
865515,0.7654964660880522 km
268157,0.4182196324806153 km
748626,0.7599262036940184 km
653027,0.2616725943696553 km
177719,0.6038678765876023 km
899044,2370.557627125421 km
257708,2.689461687164013 km
715488,1.3810109045783496 km
724059,1.491818465421925 km
845848,0.9401468930346545 km
613006,0.6066867455807318 km
818067,0.4552585633551962 km
193789,1.0988740811042437 km
275646,0.7597008366027064 km
403506,0.4552585633551962 km
138509,0.9354159473160131 km
533415,0.9643999141868218 km
367923,0.13895388054708685 km
163310,1.3612754611200266 km
179811,0.7799535755410582 km
932659,0.7597008366027064 km
583325,1.6717339928339003 km
921371,0.7189636793932757 km
515221,0.8690584236929959 km
321649,0.6587041588704169 km
770502,0.6287743396021709 km
849838,0.44263121763298907 km
610237,2.856093159102872 km
800926,1.2945085844801834 km
831500,1.9577266766229646 km
776322,0.27950078133522177 km
441239,0.5038926041066122 km
191883,0.5490116342366497 km
788143,3.0388851637468157 km
245683,0.11761898104189976 km
774851,0.7169856145370223 km
198474,0.579376786957462 km
907120,0.8467326483214983 km
767501,0.4467808234585281 km
784008,0.21723760001590306 km
866657,0.7395768707254463 km
145086,0.25444659316476675 km
678256,0.6953734770388545 km
411787,0.579376786957462 km
409629,0.370021699633321 km
481646,1.479415885287269 km
416161,0.563131486126346 km
440254,1.4872142483088573 km
960072,0.07919927314860373 km
536802,0.3299329169256995 km
556709,1.38432629172597 km
222203,0.6587041588704169 km
343022,0.23882463743477084 km
819095,0.44263121763298907 km
902166,1.3612754611200266 km
976810,0.6327061945003942 km
529525,1.5941885726637344 km
242752,0.370021699633321 km
912837,0.8157588632094338 km
987314,0.7750449573703204 km
150672,0.24874245880687038 km
531495,0.11399233778516513 km
253942,0.6217370255696553 km
939841,1.4482654220574638 km
772350,0.3548022182799783 km
557015,0.6649835294157654 km
819096,1.3215485417312631 km
394332,0.2878281727897157 km
281472,0.17109967099028373 km
511736,1.0980808540674054 km
146686,0.9603627342744651 km
654204,0.568792706074641 km
799717,1.1604671046008286 km
381174,3.352696330463496 km
615366,0.3418781670650642 km
615310,0.3085397400370383 km
762576,0.8366398856232966 km
378727,0.54630395986484 km
594660,0.5339182103335406 km
374722,1.5510945718939275 km
806444,1.38432629172597 km
367593,0.07049262493518438 km
889930,0.964052185421829 km
751214,0.931520012067651 km
531176,0.7071314441119797 km
529293,0.7238853301692189 km
977540,0.37678023745418476 km
907998,0.5382045845569107 km
415184,2.3540599552733257 km
545251,0.8585671523778438 km
499461,0.30868375984621543 km
445021,1.004334362688301 km
948738,0.24874245880687038 km
747529,0.7294629908316825 km
433706,0.11274715460312253 km
777590,0.5253025170698644 km
438482,0.7238853301692189 km
694096,0.27950078133522177 km
473930,0.690769083761343 km
365239,0.7851994321263621 km
361647,0.9492700656239291 km
311059,0.568792706074641 km
932089,0.7238853301692189 km
886223,0.8430199453933449 km
795021,0.6794745205192347 km
725314,0.6989562041454213 km
269234,1.3563557213402078 km
378076,0.7238853301692189 km
379148,0.6953734770388545 km
193707,0.8105685640999296 km
708974,0.43696820016276505 km
529149,0.40299386101618945 km
688847,0.7238853301692189 km
678383,0.5177284540430483 km
546829,0.6253777380106147 km
504869,0.6174060418712188 km
398058,0.24250727565874652 km
695993,0.38915098923334596 km
186942,0.46209388161135534 km
995937,0.9771979653557551 km
192701,1.4482654220574638 km
623004,0.24338040326470856 km
667124,0.1400529564309575 km
272055,0.8387491112619252 km
492356,1.6644602354436329 km
949976,1.9452406094028603 km
472891,2.0798083040603594 km
354079,1.3304479014905077 km
587008,0.9101690528307049 km
171006,0.17153841806718248 km
770880,2.856093159102872 km
886792,1.8554445215897908 km
273632,0.7238853301692189 km
557054,0.03348523909813679 km
808980,0.13388718120363835 km
861520,1.2104085239752946 km
132126,0.5444356435921229 km
175727,0.5460649596310075 km
590787,0.2616725943696553 km
221562,0.8992081130578614 km
774585,0.9354159473160131 km
409635,0.793640843026821 km
167914,0.8505692617322012 km
638941,1.9577266766229646 km
754884,1.253713752970859 km
996264,0.7422298115143062 km
824672,0.6506060979718524 km
366624,0.2616725943696553 km
235385,0.9771979653557551 km
559938,1.4422127879842372 km
430169,2370.557627125421 km
873359,0.1500074147987568 km
642818,0.6497181142665818 km
660966,0.3648282166448946 km
788161,0.5162617366717286 km
595809,0.4879467262134879 km
574481,0.21023505976711743 km
857174,1.6814424386827342 km
946262,1.3612754611200266 km
476229,0.5066219800421733 km
381998,1.4482654220574638 km
622834,0.22967919787669783 km
869518,1.1092043078157416 km
488565,0.4651900096252418 km
263821,1.3612754611200266 km
508687,0.22466357533704032 km
124579,0.6459988355700018 km
766456,0.7507234977709579 km
797468,0.7238853301692189 km
364869,0.3109708694451854 km
670953,1.7292447626574865 km
500309,0.7189636793932757 km
103393,0.5983239312440177 km
416461,1.0211560822318746 km
170742,0.6143909111548257 km
330764,0.3090923747498042 km
311377,1.008640713009101 km
191641,1.27428480337818 km
158266,0.34496294066582706 km
621361,3.3708276560228265 km
936579,0.3822970057770993 km
650030,1.38432629172597 km
991961,0.40299386101618945 km
535000,0.5791497512756005 km
195996,1.156926466311573 km
985179,1.3911602787389508 km
787616,0.793640843026821 km
548904,1.4918413508200052 km
244221,0.2616725943696553 km
932988,0.5064010547634412 km
434517,0.4467808234585281 km
130948,3.352696330463496 km
151455,0.7148806236072359 km
145928,0.7851994321263621 km
293777,1.2908568597336763 km
658655,0.7898387899008646 km
606045,0.1500074147987568 km
660328,0.23617958954889098 km
616452,1.2695745075116045 km
331511,0.5029297299391376 km
458661,1.0980808540674054 km
650708,1.0729704872667827 km
902447,0.6476357825978689 km
898374,0.2693719395337034 km
599364,0.40157611754775385 km
426485,0.46183822012245235 km
154129,0.40967324166132235 km
485649,0.7422298115143062 km
173082,0.40157611754775385 km
398714,0.2616725943696553 km
350243,0.13895388054708685 km
254179,0.370021699633321 km
995109,0.2616725943696553 km
426186,0.3938943317558044 km
314037,0.9385470197714704 km
906242,0.370021699633321 km
399640,2370.557627125421 km
967997,0.22466357533704032 km
654762,0.7238853301692189 km
699084,0.5425445444013888 km
440152,1.2945085844801834 km
563143,0.8120373091884004 km
331613,0.2616725943696553 km
326015,0.49074964329704646 km
587640,0.568792706074641 km
710376,0.2948052214764922 km
411030,0.05129376953061714 km
307568,0.9771979653557551 km
305209,1.1844512956491602 km
638984,1.7243801224150623 km
273549,0.787223951022674 km
419801,0.9040641497394813 km
903061,0.09164327387731622 km
760032,0.2205746796921991 km
704198,1.3304479014905077 km
261606,0.8105685640999296 km
528024,0.8481129589906278 km
282066,0.22466357533704032 km
162925,0.2616725943696553 km
483072,0.3236008293043683 km
199677,0.5177284540430483 km
736529,0.6582504412820122 km
284720,0.3707026199232708 km
346753,0.2616725943696553 km
898674,1.901446526879387 km
887772,0.23260966172254313 km
628352,0.9111336477540974 km
481498,0.6157386984756587 km
732398,1.45249600712458 km
258716,0.7794382210479611 km
714226,1.0462285652004237 km
681242,0.6647043987951535 km
437013,0.46183822012245235 km
520724,0.5974584120657638 km
962264,1.5714894959663497 km
430818,0.9048855343486097 km
455015,0.6569235719289843 km
440701,0.36862383821367556 km
190820,1.3612754611200266 km
187656,1.4482654220574638 km
495039,0.5857484673008992 km
457151,0.3299329169256995 km
480738,0.30947847500485115 km
705465,0.5029297299391376 km
283704,0.76031074141763 km
969880,0.7707086382040156 km
836592,0.14870546302085158 km
171870,0.4552585633551962 km
659085,0.3299329169256995 km
660996,0.6225172128765937 km
668843,0.7422298115143062 km
266287,0.2507201040475391 km
215510,1.0624408821768245 km
282431,0.4910498967950671 km
425429,0.30245820145662206 km
168513,0.8717223902644994 km
406794,1.253713752970859 km
704023,0.24077557601085436 km
846501,0.18606146984208433 km
710502,2.286669503467111 km
881401,0.23046945140190803 km
967355,0.7294629908316825 km
393613,0.928876542840459 km
749909,0.15182281251994956 km
228559,0.7263574533891516 km
504778,0.2849079738025842 km
441491,0.5524800539172382 km
490057,0.1500074147987568 km
126589,0.10032440376088207 km
176250,1.72922672429516 km
137669,1.2139880784360007 km
678290,0.6687095372169506 km
759961,0.39817209326265685 km
674899,0.245468920686188 km
711532,1.1715005440455788 km
339238,0.8992081130578614 km
122167,1.2134900708629086 km
605664,1.3152564309450319 km
705863,0.793640843026821 km
692810,0.5028545694603188 km
818804,0.5449145172726438 km
978007,0.4467808234585281 km
304764,0.2878281727897157 km
630951,2.2955127066564947 km
206463,1.117056677030628 km
781188,0.579376786957462 km
695255,0.8701061103421246 km
304800,0.2820769734757669 km
751593,0.13843076955912417 km
123995,0.8610929608407654 km
685309,0.7033499329165338 km
882434,0.3299329169256995 km
625792,1.3308790671827615 km
737066,0.4467808234585281 km
178724,0.5116577065758585 km
772749,0.3073636838299941 km
640268,0.793640843026821 km
296653,0.23617958954889098 km
273159,0.4085772763832398 km
983346,0.131100700147655 km
535311,0.44263121763298907 km
274781,1.7415144232003283 km
407950,0.7193543745834913 km
236016,0.8350716642429779 km
879112,0.44004993881480325 km
311619,0.5804059932580397 km
218455,0.6879908280486362 km
916633,0.36862383821367556 km
419140,0.5002295519072265 km
905766,0.3548022182799783 km
425312,0.8407453066880054 km
119144,1.3152564309450319 km
785530,0.36560261886038786 km
639767,1.3612754611200266 km
465327,0.22466357533704032 km
760385,0.8467629511056017 km
178973,0.4718342449694789 km
156433,0.3548022182799783 km
107268,1.4629688937746403 km
269866,0.3109708694451854 km
716005,0.5424925069557541 km
501450,1.0546925848672375 km
874349,0.599763744494919 km
279259,1.213904435943456 km
107678,1.0412352804522134 km
261249,1.225642763582059 km
125367,1.2819522353275914 km
117384,0.6140472017670563 km
496289,0.2878281727897157 km
639929,0.969396354856356 km
277511,0.42213069189861074 km
197265,0.7900712786219309 km
255250,0.5344286826487582 km
861797,0.3148969166749184 km
720219,0.9040641497394813 km
278150,1.7380604759295024 km
517699,0.6791478422372501 km
897517,1.2212990934714358 km
769720,0.6358118208375146 km
412504,0.4782456482456238 km
743760,0.7891178931433488 km
882629,0.4148285927961455 km
657508,0.3438625832450714 km
100614,0.6569235719289843 km
365501,0.7294629908316825 km
943417,1.3404908058604617 km
730539,0.6569235719289843 km
796695,0.935324312845591 km
528105,0.7422298115143062 km
981361,0.29160247650059123 km
147482,0.36862383821367556 km
117102,0.4230002870316506 km
742603,0.49074964329704646 km
509188,0.2776614593045914 km
264936,0.09403224584546442 km
906362,0.370021699633321 km
354305,0.7422298115143062 km
179740,0.9040641497394813 km
576107,0.29160247650059123 km
381117,0.7422298115143062 km
694704,0.13895388054708685 km
726460,0.27302762662285196 km
287788,1.9154403614194455 km
859083,0.6926221962516721 km
699223,0.23247094692621684 km
609945,0.9354159473160131 km
435188,0.5573112967580113 km
284850,0.42213069189861074 km
115511,0.1500074147987568 km
505452,1.3911602787389508 km
637145,0.30309058529472116 km
396904,0.32136121050670907 km
941162,0.68375295540114 km
292568,0.928876542840459 km
166894,2.187061896380028 km
334683,0.7238853301692189 km
168266,0.6500053842376136 km
953780,0.9475295636728679 km
700114,0.6506060979718524 km
766253,0.33458831295949265 km
132466,0.11761898104189976 km
768109,1.4482654220574638 km
816469,0.964052185421829 km
878102,1.2945085844801834 km
521593,0.30309058529472116 km
617099,0.24077557601085436 km
345855,0.2564142950293427 km
889309,0.8430199453933449 km
980061,0.7597008366027064 km
204388,0.44263121763298907 km
594897,0.18799147343269698 km
848732,0.772522158126657 km
415034,1.9577266766229646 km
159459,1.1270453980757884 km
119449,0.3648282166448946 km
709964,0.5301602075867735 km
251216,0.11761898104189976 km
534386,1.3304479014905077 km
699114,2.000802344647434 km
747334,0.345726207768005 km
293971,0.6569235719289843 km
139272,0.5661195471226441 km
215407,0.9492700656239291 km
197797,0.8467326483214983 km
571213,0.4182196324806153 km
986234,0.05763943001331201 km
211205,1.0397395383060377 km
430432,1.6459791749102692 km
868803,1.5744283343952714 km
849166,0.6506060979718524 km
134260,1.3152564309450319 km
438199,0.579376786957462 km
229336,0.41523907187897724 km
113286,0.7597008366027064 km
961333,0.8643980361418662 km
199233,0.969396354856356 km
624028,1.384354670519391 km
321135,0.6865666858101414 km
605774,0.16174127605461386 km
585764,0.969396354856356 km
954364,1.4017256609408928 km
865912,1.489937999228665 km
366497,0.46209388161135534 km
592155,0.2616725943696553 km
488962,0.46183822012245235 km
928451,0.6816024901494434 km
183948,0.2616725943696553 km
868618,0.709222867132923 km
862524,0.6251045255048125 km
462565,0.3582701582956384 km
931349,0.6047993311252983 km
340340,0.3073636838299941 km
570613,0.646057697915088 km
126761,0.3463933662984239 km
551091,0.6506060979718524 km
867661,0.3236008293043683 km
209116,0.3073636838299941 km
919714,0.5528374327268958 km
844327,0.969396354856356 km
217003,0.712370544867769 km
755375,0.964052185421829 km
471265,0.4552585633551962 km
623577,0.7294629908316825 km
643793,1.0987292883862565 km
559521,0.969396354856356 km
348006,0.47252340527191317 km
563773,1.8890544052958906 km
361665,0.23512518724617798 km
407196,0.13895388054708685 km
637032,0.7106914632886626 km
825483,0.5424925069557541 km
700857,0.27950078133522177 km
529501,0.41079969197287136 km
921835,2.856093159102872 km
580614,1.0792980079771466 km
685713,0.44263121763298907 km
217103,0.576970687407415 km
200370,2.689461687164013 km
403636,0.4552585633551962 km
507324,2.0536231920490144 km
100674,0.27950078133522177 km
637718,1.5802775826596613 km
341506,0.4552585633551962 km
471861,0.40771765736242743 km
100434,0.47809640086785565 km
923422,0.5177284540430483 km
669828,0.44263121763298907 km
536912,0.1500074147987568 km
245775,0.1500074147987568 km
838442,1.0892339155767743 km
373836,0.25274740704785587 km
188586,0.6909583853027831 km
707657,0.37795729448663673 km
327596,0.6926221962516721 km
686823,0.9040641497394813 km
963333,1.1798123648875314 km
115252,0.6607825191189626 km
497951,0.6685229572479259 km
807787,1.0980808540674054 km
765389,0.9908715105659989 km
470296,0.4595545234441455 km
985813,0.8585671523778438 km
229169,1.9094571189409677 km
803881,0.7422298115143062 km
995307,0.3548022182799783 km
615367,0.12381779047514825 km
869036,0.6664229378534227 km
294812,1.489937999228665 km
438032,0.9630672650551881 km
794257,0.75761741049189 km
712900,0.2608226439139703 km
400835,0.9229359649781377 km
708207,0.6143909111548257 km
504331,0.9048976745244736 km
653746,0.997100195110641 km
338904,0.7370745631548635 km
443852,0.44936473614845707 km
544542,0.27950078133522177 km
481181,0.1837976434405421 km
430668,1.5095862670275824 km
235195,1.6127827942366486 km
686079,0.5424925069557541 km
864738,0.7238853301692189 km
671069,0.6524376501607853 km
373704,1.7380604759295024 km
649351,0.3600968974098496 km
761988,0.7422298115143062 km
850292,0.5573112967580113 km
365631,0.6569235719289843 km
593170,1.2945085844801834 km
670850,0.15737085152933053 km
506309,0.44482088622930965 km
910790,0.7238853301692189 km
688003,0.4910498967950671 km
326478,0.969396354856356 km
781037,2.0536231920490144 km
690237,0.7422298115143062 km
323541,1.253713752970859 km
272284,0.38123219272996944 km
770200,0.421781213702848 km
834864,0.30238204335446905 km
830291,1.4104227628568076 km
851273,0.5173853920484277 km
705457,0.9040641497394813 km
729243,0.19623245574096115 km
754702,0.19566929650000872 km
617011,0.24456438336199046 km
494065,0.964052185421829 km
520464,0.131100700147655 km
197125,0.21596277379373235 km
155513,0.540770462871009 km
761017,1.3152564309450319 km
833091,0.13895388054708685 km
228509,0.7486196360357368 km
235115,1.0657981115632196 km
123048,0.9040641497394813 km
964965,1.9433460825654971 km
741951,0.8548832105773491 km
212007,0.9704699559699128 km
461497,0.6664229378534227 km
960004,1.1891092081750674 km
737088,1.7292447626574865 km
144243,0.9040641497394813 km
815066,0.5586907538210819 km
917105,0.5431684822562616 km
699377,1.1007363991904688 km
176321,0.40299386101618945 km
379679,0.44932797080706277 km
590715,0.9492700656239291 km
554851,1.3421317139270292 km
426528,0.12381779047514825 km
954926,0.7851994321263621 km
416068,0.7422298115143062 km
166205,1.3612754611200266 km
236081,0.2878281727897157 km
471044,0.7294629908316825 km
707335,0.49133055586051727 km
394310,0.3548022182799783 km
314641,0.7079100727371352 km
326510,0.36406881451543327 km
999518,1.3612754611200266 km
308552,0.5093426262528022 km
452635,0.5438067112799018 km
609327,0.6185757901932079 km
544159,0.4337806489420962 km
154519,0.7534804433488056 km
488764,0.22326837876320288 km
219395,0.3073636838299941 km
855904,0.370021699633321 km
569641,0.08685945404776581 km
616615,0.3463927459974117 km
385933,0.6836180638359625 km
790609,0.4182196324806153 km
580056,2.000802344647434 km
833284,0.3548022182799783 km
180287,1.3421317139270292 km
333874,1.1950053844747022 km
131545,0.5222455776175644 km
669219,0.24077557601085436 km
890513,0.3965458490980681 km
627209,0.8795487299315723 km
293024,0.6865666858101414 km
253189,0.9354159473160131 km
377421,0.793640843026821 km
186750,2.737376243019738 km
667944,1.6670836005054714 km
884621,0.3340531821437183 km
751339,0.48876182696711673 km
351092,0.6683726614484303 km
217530,0.11903930642246727 km
858893,0.6358118208375146 km
750680,0.36862383821367556 km
641213,0.5649044303961347 km
368600,1.510903503590528 km
659089,0.5487706399280878 km
695946,1.0092039114545892 km
490090,0.2616725943696553 km
224245,0.7599262036940184 km
845511,0.6820770083056631 km
378400,1.5401403005462815 km
882624,0.43859419845074626 km
339150,0.42213069189861074 km
337463,0.9771979653557551 km
380930,1.3304479014905077 km
103224,0.969396354856356 km
691189,0.7238853301692189 km
838574,0.7339187099577718 km
660114,0.5813680207141465 km
426365,0.5750968282347866 km
304806,0.8362158174782267 km
921650,0.6569235719289843 km
839625,0.7238853301692189 km
123965,0.0783267923697551 km
659782,0.15769430794688663 km
933030,1.4391777828066883 km
418467,0.5369476580454945 km
